Drug,Disease,n.source,n.target,d,z,0degree.target.keyprotein,1degree.target.keyprotein,2degree.target.keyprotein,n.0degree,n.1degree,n.2degree,coverage.score,specificity.score
CIDs56955293,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs56955097,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs00003450,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm71461841,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs71454519,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs71461841,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs72725439,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm05289507,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm05289508,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm10368031,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs05289508,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm05326966,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs06712920,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs10647656,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs09917279,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs05288588,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs01150567,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDs01593398,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm10647656,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm11249115,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
CIDm11490972,ccRCC,1,23,1.0,-2.624581969342319,[],[['ENO1']],"[['VIM', 'CRYAB', 'DAB2', 'CLU']]",0,1,4,0.0,0.0
